review,sentiment
"Joshua Seftel's first film - a satire of memorable proportions - is about just as the title suggests: The corporations effect on War.<br /><br />The film is about a mercenary (John Cusack) traveling to Turaqistan (not a real country, fyi) to help the American government 'get their message across' to Turaqistan's leaders. He meets a reporter (Marisa Tomei) and we all know what will ensue with a lonely man + a hot reporter. Somewhere in the mix, a pop star named Yonica Babyyeah gets thrown in. As Yonica is marrying one of Turaquistan's most important people (a son of the president), a subplot is created where the mercenary must watch over this star, well, somewhat. The film starts off with a lonely Cusack in a bar; no more than fifteen seconds later, the film hooks you. With it's amusing and intriguing insight on terrorism and politics, the film's running time blows by you. The film has a lot more action than I expected, with the occasional scene of war, well choreographed fights and just sporadic scenes of murder. Though the story isn't much deep, the simplicity of it all makes the film perfect for both the common man and movie critics alike.<br /><br />In the final act of the film, the simplicity of it all turns very hostile and jumbled. I thought it was executed very well, but other may disagree, and I could understand why. Twist after twist is what the ending is all about, and like most films, it is a true hit/miss situation. Regardless, the three writers on the film (Mark Leyner, Jeremy Pikser & John Cusack) did a fantastic job creating a realistic and entertaining satire on today's situation overseas.<br /><br />Joshua Seftel does an excellent job insuring the film's integrity; not reducing the material to the most redundant of films (which I was afraid would happen). Seftel crafted the film as perfectly as one could: he created a vibrant atmosphere, one that is both examines harsh reality and cartoonish falsities; - contrasting them perfectly - as well as making the film feel as if you were watching it all. Seftel really gets you involved in all of the action and it pays off completely. No missteps here. Hopefully, he takes on more directorial jobs, for he is one director to look out for.",positive
"Cinderella is one of Disney's greatest films, one of those films I think you appreciate more the older you get. Disney creates a magical adaptation of the classic fairytale. I consider the film to have been the greatest of his films at the time of its release. The characters became more dimensional than earlier films, creating more depth to appreciate the characters more. Cinderella herself is, in my opinion, one of the greatest characters Disney ever created. With her kindness and dash of dry humor, she is extremely likeable; however, it is the inspiration she provides which makes her memorable. Like many people she is an endless dreamer, and she holds onto her dreams, never giving up. Even in the most adverse of situations, her dreams endure, and she won't let anyone take that away from her. Her example should serve as inspiration to everyone, and encouragement to never let go of your dreams.",positive
"I saw this movie at a college film festival back in the 70's - I have been waiting FOREVER for this movie to come out on video (finally it's out). It was made in Brazil, so I assumed that was why it hadn't made it to video yet. I have been checking video stores for the past 15 years waiting for this outstanding movie to come out! It is one of my all-time favorites - but be warned, it is weird, like Werner Herzog weird - its weirdness stems from its super-realism.<br /><br />The movie is based on a true incident back a few centuries ago, in pre-colonial times, when Europeans were first encountering the tribes in the Amazon. A white man is mistaken by a savage tribe of cannibals as their enemy, so they intend to kill him. Before they dispatch him, though, they make him part of their tribe (their custom). The entire movie is like watching a National Geographic documentary as he becomes an accepted member of their tribe. That's it. Cosmic plotline? No. Intense insight into the variety of human life? Definitely.<br /><br />Oh yeah... be warned... this film has definite nudity - this is not some Hollywood schlock flick about noble savages... this film tells it like it was (re-read above: National Geographic, super-realism)<br /><br />",positive
"So fortunate were we to see this fantastic film at the Palm Springs International Film festival. Upon entering the theater we were handed a small opinion card that would be used for our personal rating of the film. Looking at the card I turned to my wife and said, ""How many movies in your life do you think you can rate as superb? Only about 5 for me."" But then watching the interaction between Peter Falk and Paul Reiser while viewing the spectacular scenery in the film's setting of New York state, I slowly starting bumping the movie up a category at a time. Certainly it was good but the totally natural repoire of the actors and an award winning performance by a man who will unfortunately probably be remembered for a raincoat wearing detective rather than this film, the movie jumped to the excellent level.<br /><br />By the end of the film there were few dry eyes in the house and my usually stoic and callous heart melted just like the Grinch's and I ended up giving this a superb.<br /><br />This picture is a must for anyone who has parents. No violence or nudity but some strong language.",positive
"Doctor Feinstone is a dentist.He has a beautiful wife and a huge house with a pool.Suddenly he discovers that his wife is making out with the pool attendant-he realises that behind everything clean,there is decay.He starts to torture his patients...Corbin Bernsen is brilliant as the deranged dentist-he is completely believable.There is surprisingly little gore but the scenes of dental torture are quite nasty and grotesque.Highly recommended.""The Dentist 2"" is also worth checking out!",positive
"I'll come clean. The only reason I even found out about this DVD was because Dominic Monaghan is a favorite actor of mine. When I heard the title of the film, I thought it was going to be...different, perhaps in not such a good way.<br /><br />But I was wrong. After reading what few reviews were out there about this short, I was actually excited about seeing it. I sent off for my copy as soon as able and received it a few weeks later. Needless to say, I was not disappointed.<br /><br />The film follows Jack, a insomniac who is often plagued by conditions which causes him to doubt what is reality, and what is all in his head. I won't give away what happens, but I will tell you that the film can sometimes be frightening in it's realism.<br /><br />The directing is fantastic, focusing on what is essential to the story without allowing it to lose any entertainment or thought-provoking moments.<br /><br />All in all, I give this great film 9 out of 10, for going far beyond what I thought any short could achieve.",positive
"Very rarely does Denzil Washington make a bad movie and come to think of it that goes for Kevin Kline and in this case , this must count as one of their best films. It is more about of film about how strong friendship can more than the story of Steve Biko although we do get an insight into what the man was like and how far the reporter and friend Donald Woods went to preserve the mans name and let the world know what a corrupt , putrid society South Africa was. The Direction is outstanding from David Attenborough as it was for Gandhi although if there is any critisism to be aimed it could be at the length of the film. Two and a half hours is a long time to sit through a historic movie .What is amazing is how he manages to control all the extras. Thousands of people in both films. This film really does open your eyes to what happened before the break up of Aparthiet and you cannot fail to moved by it. 8 out of 10.",positive
"How to lose friends and Alienate people came out in 2008. It bombed at U.S. Box offices. It's an absolutely hilarious film with a great cast. Simon Pegg is great playing Sidney Young, who wrote the book ""How to lose friends and Alienate people. I know it's not a true story. The only way I know that is because Sidney wants to go out with an actress named Sophie Maes. Sophie Maes doesn't exist, but other than that, the film could be real. How to lose friends and Alienate people is probably the funniest film of 2008, and I think you definitely should see it. As I said earlier, the film has a fantastic cast including: Kirsten Dunst(Spider-Man, The Virgin Suicides) Danny Huston(The Number 23, 30 days of night) Gillian Anderson(The X-Files) Megan Fox(Transformers, Confessions of a teenage drama Queen) Jeff Bridges(The Big Lebowski, The Vanishing) Overall, How to lose friends and Alienate people is hilarious. I think Simon Pegg and Kirsten Dunst do work well together, and I think you should see it. Though there is some odd nudity including Trans-sexuals, it's a hilarious and awesome comedy. One of Simon Pegg's best.<br /><br />The Plot:Sidney Young, a journalist from England, travels down to New York to work at Sharp magazines. While there, he meets an actress named Sophie Maes and tries to sleep with her before his boss does.",positive
"This group of English pros are a pleasure to watch. The supporting cast could form a series of their own. It's a seen before love tiangle between the head of surgery, his wife, and a new pretty boy surgery resident. Only the superior acting skills of Francesca Annis, Michael Kitchen, and the sexy Robson Greene lift this from the trash category to a very enjoyable ""romp"". The only quibble is that it's hard to accept that the smoldering Francesca Annis would fall in love and actually marry Michael Kitchen, who like me, is hardly an international, or even a British sex symbol. You can readily understand why Robson Green would light her fire, with apologies to the ""Doors"". The guy who almost steals the show with a great ""laid back"" performance is Owen's father David Bradley. Watch him in ""The Way We Live Now"", in a completely different performance, to get an idea of his range. Daniela Nardini as Kitchen's secretary, sometime sex toy, is hard to forget as the spurned mistress who makes Kitchen sorry he ever looked at her great body. Conor Mullen, and Julian Rhind-Tutt, as Green's sidekick surgery buddies as I've said could have their own series. They are that good. The whole thing is a great deal of fun, and I heartily recommend it, and thank you imdbman for letting the paying customers have their say in this fascinating venue.",positive
"The appeal of ancient films like this one is that you get to see an actual moving image of life over 100 years ago. Here are a lot of people leaving a factory, all of them dead by now and none of them even remotely aware of the magnitude of the invention that they are walking before. I was shocked to read one reviewer call this film as boring as home videos today, and at least one other mistakenly identified it as the first film ever made (it was the first film made at the rate of 16 frames per second, rather than the then-normal 46 frames per second). <br /><br />Sure, all you see is a lot of people filing out of a building and passing before the cinematograph on their way home from work, but this is a curiosity piece for dozens of reasons, not the least of which is that it was the first film made by the Lumiére brothers, who probably had a stronger impact on the development of the cinema than any other individual or group of individuals in history.",positive
"""The Godfather"", ""Citizen Kane"", ""Star Wars"", ""Goodfellas"" None of the above compare to the complex brilliance of ""The Sopranos"". Each and every character has layers upon layers of absolute verity, completely and utterly three dimensional. We care about Tony Soprano wholeheartedly, despite the fact that in the simplest model of good vs. evil, he is evil. Soprano is the most provocative, intricate, and fascinating protagonist ever created to this point in history. If you're in the mood to be overtly challenged as a viewer, and to be forever altered on your feelings toward entertainment, watch ""The Sopranos"". I defy anybody to sit down and watch the very first episode of Season 1, and not want to continue with the series. Each season is completely brilliant in its own way. DVDs are essential to anybody's collection **** of out 4",positive
"Off the blocks let me just say that I am a huge zombie fan so I don't make statements like the above lightly. Secondly let me say that this is an Italian zombie film and Fulci only directed 15 minutes of it before handing over to Bruno (Rats, Night Of Terror) Mattei. This is no Dawn of the Dead folks.<br /><br />That said this is easily one of the most entertaining zombie films I have ever seen. <br /><br />The script is wonderfully horrible. Just check out the two scientists trying to find an antidote (""Let's try putting these two molecules together""). <br /><br />The zombies come in all varieties. From moaning shufflers, to machete wielding maniacs, to birds! <br /><br />The gore is plentiful. Legs are bitten off, arms amputated, stomachs burst open. <br /><br />The pace is fast, flying from one zombie attack to the next. <br /><br />Then there's the head in the fridge. Oh the head in the fridge! One of the greatest moments in horror since Ash got his hand possessed in Evil Dead 2.<br /><br />You should know already whether you're the sort of person who's going to like this sort of film. Get some mates and some beer and you'll be in for a fun night.<br /><br />Did I mention the head in the fridge?!?!?",positive
Not a bad martial arts film. Fight scenes were good. Michel Qissi did a good job directing his first film without Van Damme. Story worked without foul language and too much blood. Screenwriter Jeanette Francessca has a good line to the story that works. IT would be great to see something else from her in the same genre. She likes the art and having strong women promenant. IT was definitely worth watching. I recommend the film to all drama and martial arts lovers.,positive
"Michigan, Edgar Allen Poe, a toaster, and a frying pan . . . If you don't mind the psycho-thriller or horror film genre, and you have a special place in your heart for the twisted, this is the movie for you. An amazingly well developed first film, ""Hatred of a Minute"" has all the draw of mainstream hits like ""Silence of the Lambs"" and of cult classics like ""Army of Darkness."" The editing and effects are well done, better than many films in the genre. Kallio weaves an intricate tale of torment drawing on both the Bible and Poe's writings. At a time when big budget, big name films lack much in the way of substance, the independent film has resurrected this dying trait. If you love Michigan, a good story, or a decent thriller go check out ""Hatred of a Minute.""",positive
"This film is an entertaining, fun and quality film. The film very cleverly follows the guidelines if the book, and tries to stick to the exact lines. The actors are all suitable, and you would expect them to be the part. They use some famous actors which give a great effect on the film. The graphics is a bit dodgy in some parts, and there are quite a few mistakes throughout the film. There is no such thing as a Yellow Spotted Lizard, for example. The camp is not as gruesome as explained in the book, and they tend not to show the goings on in the camp as much as the book. All of his group are mentioned a lot in the book, but are not in the film. Overall, a great film for a rainy afternoon",positive
"Hayao Miyazaki name became prominent with Spitied Away, however what is often overlooked are director's first film efforts. Who remembers that Spielberg directed Duel or George Lucas directed THX 1138? I remember seeing fragments of this movie - almost certainly the last 45 minutes in late 80s and what stuck with me was the visual lushness of the design and animation. So when I found a copy in a well known store for £9 I couldn't resist but buy it. The odd thing is that the last 45 minutes of the movie do not tally with my memory of it (memory is funny that way).<br /><br />Viewing this movie now with all the gained knowledge of artists portfolios is how very like Jean 'Moebius' Giraud some of the artwork is. I can only assume some influence here.<br /><br />When Pazu catches a falling girl (Sheeta) his adventure really begins - the quest for Laputa - a reference to Jonathan Swift's overlooked portion of Gulliver's Travels. With healthy references to Jules Verne it's a basic good vs. bad chase movie with the final portion having the heroes end up on Laputa.<br /><br />This is the portion that is strongest in my memory - the 'pastoral' ecological aspect of Laputa returned to nature - the multitude of robots covered in moss beneath the giant tree. This is, in my opinion, the highlight of the movie - the views of the surface of Laputa, as opposed to the mechanised underground.<br /><br />Although this is the dichotomy of this movie - to show that even technology cannot overcome nature - the irony of the last robot tending the garden and animals. The ending of the movie Silent Running is almost exactly the same.<br /><br />It is incredibly stylish, I would not say 'slick' - very beautiful and organic and a tremendous amount of detail in the buildings, airships and the design and look of just about everything.<br /><br />Myazaki is a true master of this kind of Japnanese anime. Buy this movie and treasure it.",positive
"Fairly funny Jim Carrey vehicle that has him as a News reporter who temporarily gets the power of God and wrecks havoc. Carrey is back in familiar ground here and looks to be having a good time, and Jennifer Aniston as his put upon girlfriend is also charming and affecting. The story is predictible to the extreme but the cast (including Morgan Freeman as ""God"") is great and makes the film worth catching. GRADE: B",positive
"Sure, it's a 50's drive-in special, but don't let that fool you. In my little book, there are a number of intelligent touches with unexpected dollops of humor. Catch the redoubtable Mrs. Porter who's supposed to keep an eye on the doc's place. She not only steals the scene, but darn near the whole movie. And where did those indie producers come up with the bucks to film in color, a wise decision, since the blob would not show up well in b&w. Yes, the result is ragged around the edges as the number of goofs illustrate. But except for several of the teens, the non-Hollywood cast performs well. Then too, the byplay among hot-rodders and cops comes across as lively and entertaining. Pretty darn good for a couple of directors more at home in a pulpit than on a sound stage. Apparently, they wanted to portray teens in a positive light at a time when the screen was filled with ""juvenile delinquents"". Then again, the 27-year old McQueen hardly qualifies in the age department, but manages the hot-rodder attitude anyway. The movie was a hit at the time, helped along, no doubt, by the catchy title tune that got a lot of radio play. And except for the unfortunate final effects, the movie is still a lot of fun, drive-in or no drive-in. Meanwhile, I'm awaiting the blob's return now that the polar icecap is turning into, shall we say, refrigerator water.",positive
"The movie is wonderful. It shows the man's work for the wilderness and a natural understanding of the harmony of nature, without being an ""extreme"" naturalist. I definitely plan to look for the book. This is a rare treasure!<br /><br />",positive
"In my opinion, October Sky is one of the best movies of 1999...It totally has everything an emotional drama movie would need, like, wonderful story and good character interactions. October Sky will remain in heart for as long as I can remember, and I just have to say a very special thanks to those who have created this film.",positive
"This movies is the best movie to watch for comic book feel. The sets, costumes and the color are just so vivid it is just like stepping into a comic book. This is the movie I think of when the Mob is mentioned, the suits, the hats and the attitudes.<br /><br />Hoffman gives comic relief as Mumbles and you can't help but feel sorry for Madonna as she tries, and fails, to win Tracy over. This movie contains all the classic mob clichés - burying people in concrete, blowing up peoples cars, tieing up the good guy and attempting to blow up his girlfriends house.<br /><br />This movie is a classic in ever sense of the word, even camera angels cry out comic book. Its so great to be able to go back to an older movie and see that someone knew how a comic should be made into a movie after seeing such mistakes as Spawn and the Hulk. <br /><br />!!!YOU HAVE TO SEE THIS MOVIE!!!!",positive
"Hard to believe, perhaps, but this film was denounced as immoral from more pulpits than any other film produced prior to the imposition of the bluenose Hayes Code. Yes indeed, priests actually told their flocks that anyone who went to see this film was thereby committing a mortal sin.<br /><br />I'm not making this up. They had several reasons, as follows:<br /><br />Item: Jane likes sex. She and Tarzan are shown waking up one morning in their treetop shelter. She stretches sensuously, and with a coquettish look she says ""Tarzan, you've been a bad boy!"" So they've not only been having sex, they've been having kinky sex! A few years later, under the Hays Code, people (especially women) weren't supposed to be depicted as enjoying sex.<br /><br />Item: Jane prefers a guileless, if wise and resourceful, savage (Tarzan) to a civilized, respectable nine-to-five man (Holt). When Holt at first wows her with a pretty dress from London, she wavers a bit; when Holt tries to kill Tarzan, and Holt and Jane both believe he's dead, she wavers a lot. But when she realizes her man is very much alive, the attractions of civilization vanish for her. And why not? Tarzan's and Jane's relationship is egalitarian: He lacks the ""civilized"" insecurity that would compel him to assert himself as ""the head of his wife"". To boot, he lacks many more ""civilized"" hangups, for example jealousy. When Holt and his buddy arrive, Tarzan greets them both cordially, knowing perfectly well that Holt is Jane's old flame. When Holt gets her dolled up in a London dress and is slow-dancing with her to a portable phonograph, Tarzan drops out of a tree, and draws his knife. Jealous? Nope. He's merely cautious toward the weird music machine, since he's never seen one before. Once it's explained, he's cool.<br /><br />Item: Civilized Holt is dirty minded. Savage Tarzan is innocently sexy. As Jane slips into Holt's lamplit tent, Holt gets off on watching her silhouette as she changes into the fancy dress. By contrast, after Tarzan playfully pulls the dress off, kicks her into the swimming hole and dives in after her, there follows the most tastefully erotic nude scene in all cinema: the pair spends five minutes in a lovely water ballet.(The scene was filmed in three versions--clothed, topless and nude--the scene was cut prior to the film's release, but the nude version is restored in the video now available.) And when Jane emerges, and Cheetah the chimp steals her dress just for a tease, Jane makes it clear that her irritation is only because of the proximity of ""civilized"" men and their hangups. Where is the ""universal prurience"" so dear to the hearts of seminarians? Nowhere, that's where. Another reason why the hung up regarded this film as sinful. <br /><br />Item: The notion that man is the crown of creation, and animals are here only for man's use and comfort, takes a severe beating. Holt and his buddy want to be guided to the ""elephant graveyard"" so they can scoop up the ivory and take it home. They want Tarzan to guide them to said graveyard. You, reader, are thinking ""Fat chance!"" and you're right. He's shocked. He exclaims ""Elephants sleep!"" which to him explains everything. Jane explains Tarzan's feelings, which the two ""gentlemen"" find ridiculous. <br /><br />Item: Jane, the ex-civilized woman, is far more resourceful than the two civilized men she accompanies. Holt and buddy blow it, and find themselves besieged by hostile tribes and wild animals. It is Jane who maintains her cool. While the boys panic, she takes charge, barks orders at them and passes out the rifles.<br /><br />Item: Jane's costume is a sort of poncho with nothing underneath. (The original idea was for her to be topless, with foliage artistically blocking off her nipples, which indeed is the case in one brief scene.)<br /><br />Lastly, several men of the cloth complained because the film was called ""Tarzan and His Mate"" rather than ""Tarzan and His Wife."" No comment!<br /><br />Of course, Tarzan, who has been nursed back to health by his ape friends, comes to the rescue, routs the white hunters, and induces the pack elephants and African bearers to return the ivory they stole to the sacred place whence it came. The End.<br /><br />So there you have it. An utterly subversive film. Like all the other films about complex and interesting women (see, e.g., Possessed with Rita Hayworth and Raymond Massey) which constituted such a flowing genre in the early 30's and which were brought to such an abrupt end by the adoption of the Hays Code. <br /><br />The joie de vivre of this film is best expressed by Jane's soprano version of the famous Tarzan yell. A nice touch, which was unfortunately abandoned in future productions.<br /><br />Let's hear it for artistic freedom, feminist Jane, and sex.",positive
"Jeopardy is a tense, satisying thriller, a cut above a B but not really a major production. It qualifies as almost an experimental film, as the studio that produced it, Metro, was desperately looking for new kinds of films, stars and directors to compete with the then new medium of television. The director, John Sturges, was an up-and-comer whose best years lay ahead. He had just recently begun directing A level films, and had already proved himself a most capable craftsman. Stars Barbara Stanwyck, Barry Sullivan and Ralph Meeker, were at very different phases of their careers. Stanwyck's glory years were behind her, and yet she could still carry a film, as she proves here. Barry Sullivan, as her husband, was one of a dozen or so leading men who got started in films in the forties who never quite achieved the success many had hoped for him. He was a fine, low-key actor, poised, but in an upper middle rather than upper class way, which made him excellent in professional roles. As the escaped convict who is the only person around who can save Sullivan's life (he is trapped under a pier, and the tide is rising), Ralph Meeker is more energetic than usual. This excellent actor had the misfortune of having come to films after Brando and Clift. He was in his way as good an actor as either of them, but he lacked charisma. His bargaining with Stanwyck, which comes down to his demanding sex in exchange for saving her husband (by implication only, as this is 1953), makes for an intriguing premise which, had this been a different kind of film, could all raised all sorts of interesting questions about Stanwyck's character. Meeker is indeed a more exciting character than Sullivan; and in her scenes with him Stanwyck is livelier than she is with her husband and son. But as this is a formula picture, not a Strindberg play, the possibility that Stanwyck might want want to have a fling,--leaving aside the question of her husband's predicament,--remains unexplored. In this sense the incoming tide doesn't quite have the effect one might have wished, though the movie remains tense and highly entertaining thanks to excellent acting, fine location photography, nearly all of it outdoors, and excellent direction by the woefully underrated Mr. Sturges.",positive
"I have seen this movie a whole dozen times and it's awesome. But the only thing with it was that in the beginning, there was too much talk of who's going out with who. I think that it would be interesting to do a remake of it. But on the official site, they said that they will not be making a remake of it because so many people have gotten saved when viewing it. What's even happened to Patty Dunning now? She is a pretty good actress. She has done several other movies in the 70s and 80s, but we haven't heard from her since. I know for sure about Thom Rachford, who plays Jerry, works for Accounting at RD Films. But overall, I have to say that the series itself is like Left Behind gone old school.",positive
"I really can say I felt the movie in its right essence where the mind games from dreamy reality enter into the surreal aspect of future faced by Tom Cruise. I didn't cared much about Tom Cruise's acting prowess but I must say that he seems to impress at every point in the movie...not simply due to an engaging storyline but also due to his self being imparted to the lead character....they merge and then speak and its beautiful. However I must say this movie doesn't come under the ""average flick of weekend"" which you pick at random and watch gleefully; It carries strong sentiments and characters so don't wash this one down with your beer and pop-corns. It certainly needs more than that.",positive
"I purchased the DVD set on a recommendation from Amazon.com based on my other interests. They hit the nail on the head with this one. I remember watching the show when it was on TV but always wondered what happened to it. Ten years later, it's like watching it all again for the first time. Lucas Black as Caleb Temple and Gary Cole as Sheriff Lucas Buck are great together, even though they are somewhat rivals. Almost representing good (Caleb) and evil (Sherriff Lucas Buck). I never really understood exactly what Lucas was supposed to be, but let it suffice to say, he has some special powers that I don't believe were granted by anything Holy. He can make phones ring, writing appear, or even cause a person's emotions to change. None the less, there are a few episodes where he actually becomes the good guy in spite of it all. All in all, this is an excellent series that like so many others I can think of, (I.E. Point Pleasant, Threshold, Nowhere Man, and SeaQuest DSV just to name a few) were cancelled way before their time. The Steven King's The Dead Zone ( Sunday's USA Network) seems to be the only thing in this genre that seems to be making it. There is just nothing fit to watch on TV anymore. This is because anything that deals with Christianity and Satan is considered offensive and must be immediately pulled from TV. So, in the meantime, I'll just keep buying DVD sets and watching shows that should still be on TV but were booted off TV by religious zealots so we could watch ""quality"" shows like Family Guy and American Dad and The Simpsons (what a bunch of crap that is).",positive
"""The Muppets Take Manhattan"" is different in a lot of ways to every other Muppet Movie made so far. For one, it remains the only Muppet film not owned by Disney. As of 2008, the film still belongs to 20th Century Fox (CBS Fox at the time of its release) even though Disney owns the rights to the Muppets. Also, this film has a story line that's very non-linear, and events that are otherwise unpredictable.<br /><br />Of course, it's very hard to beat the original ""Muppet Movie"" from 1979, especially since that movie had more memorable songs than ""Manhattan"" does. However, one way in which ""The Muppets Take Manhattan"" is better than ""The Muppet Movie"" is perhaps the surprisingly realistic scenarios. In the first movie, all the Muppets really have to do is go to Hollywood, walk into an agent's office, and they are immediately given a ""Rich & Famous"" contract. In this movie, the Muppets learn that they actually have to work for their desired success, and it's a lot harder to do that, especially in the entertainment business, than they initially thought. That's an important and often times overlooked message, provided one is willing to suspend the disbelief that the Muppets, being small and made of cloth, don't necessarily have to live in a spacious place or even eat respectively. Above all, their struggle to make it after graduating college creates a very good story. Another note: The celebrity cameos in the movie were cool, and they surprisingly managed not to take away the spotlight from the Muppets. That ability right there is a testament to Henson, and how appealing the Muppet characters were even to adults.<br /><br />Where ""Manhattan"" falls flat, and this is where I'm sure people will disagree with me, is with some of the key songs, especially in the end. I thought the wedding song ""He'll Make Me Happy"" was too somber for such a happy occasion as a wedding. It sounded more like a song that's played at a funeral. Every time I watch this movie, hearing that song makes me unusually depressed, especially when the film begins on such an upbeat number as ""Together Again"" and ends happily for that matter. ""Saying Goodbye"" was a sad number too, but it fit better into the movie because the Muppets were disbanding and weren't sure they were going to see each other again. That last song was such a let down, and perhaps even added to younger viewers' misery of seeing their favorite Muppets leave the big screen.<br /><br />""The Muppets Take Manhattan"" is overall a good film, and one that marches to the beat of a different drum than the other Muppet films, including the newer ones made after the deaths of Jim Henson and Richard Hunt. Fortunately, the film marches in the same direction as well. I just wished the film ended on a better song that wasn't quite so melancholy. Plus, Disney should have gotten its hands on this film's copyright and given it a proper DVD release. Maybe it will someday. We'll see.",positive
"I wouldn't call ""We're Back! A Dinosaur's Story"" simply a kiddie version of ""Jurassic Park"". I found it more interesting than that. Like the former, it calls into question the security of bringing beings from one era into ours. But it really opens my eyes when I see who provided the voices: John Goodman, Rhea Perlman, Jay Leno, Walter Cronkite, Julia Child, Kenneth Mars, Yeardley Smith, Martin Short and Larry King. To paraphrase that: a given actor, the ""Cheers"" woman, the ""Tonight Show"" host, the Most Trusted Name In News, a famous chef, the ""Young Frankenstein"" police chief, Lisa Simpson, one of the Three Amigos and the CNN guy.<br /><br />But I guess that I shouldn't focus only on the cast. I thought that this movie had something for both children (purely fun) and adults (natural history). True, it's escapism, but the perceptive kind. I would actually say that John Goodman doing Rex's voice here is sort of a precursor to his voice work in ""Monsters Inc"". Worth seeing.",positive
"Amazing movie that, in theory, should be boring but is delivered with subtlety and incredible acting that I have long despaired of ever finding. Instead of relying on clichés and overly dramatized moments the plot unfolds through a series of incredibly realistic moments. The lead characters are not perfect, and so relating to them as people you could know is easy. The movie is not trying to pull laughs, or push an ideal onto the audience but simply showing us the possibility of true love in any circumstance. <br /><br />I am now restless waiting for the weekend so I can see the sequel. A moving, thought provoking, funny look at love that I think should be an absolute romantic classic up there with Casablanca and Breakfast at Tiffany's. Will soften even the hardiest heart.",positive
"After too many years of waiting, Anne Rivers Siddons' noted 1979 book ""The House Next Door"" has finally been filmed. The result veers a bit from the novel which, especially in the first story of the trilogy is understandable if unsatisfying as it's a TV film, the whole of which is absorbing and actually very good, just not as great as the book, one of Stephen King's favorites and one of mine as well.<br /><br />With more running time and fewer constraints as a theatrical release, all the richness inherent in the original three-part story of the ominous ultramodern house could have been explored and nurtured, especially the climactic revelation near the very end.<br /><br />Still, the whole cast does well in this thoughtful tale of mindless malevolence. There are a few unnecessary cheap shocks but the growing atmosphere of dread is well developed. Actually, one of the most disturbing scenes involves an abstract painting of the house by its next-door amateur-artist neighbor who is trying to visualize its corruption on canvas.<br /><br />Be sure to read the great novel.",positive
"I saw this at a screening last night too. I was totally blown away at how much better this movie was than what I expected. Not many movies can combine dark comedy and current event drama and not have it fall apart in the conclusion.<br /><br />I won't bother rehashing the plot too much because I think the less you know about this movie going into it makes it that much better. But I will say that Adam Sandler's performance was really refreshing and real. He was funny, and much funnier than most of his most recent comedies. Don Cheadle was believable as always.<br /><br />This movie isn't funny like Borat or Billy Madison but it has a good pace about it. I'd say 90% of the audience laughed for most of the film. Midway through the movie slows down to address the drama end of things and does a really nice job of tying it all together.<br /><br />I also thought it was really cool how instead of playing up the whole black friend/white friend thing they chose to just ignore it and focus on the relationships themselves.",positive
"New York I Love You is full of love and power. Not for everybody, however, but is a beautiful movie.<br /><br />It has the likes of Shia LaBeouf (seen in Transformers, Disturbia, Charlies Angels, I Robot, Indiana Jones, and many more), Maggie Q, Kevin Bacon, Blake Lively, Natalie Portman, and many more. With a star-studded cast, this movie is without a doubt, brilliant.<br /><br />From many top-notch directors around the world, it does not fail to impress. The diversity from one story to another is creative and unique.<br /><br />It is safe to say that New York I Love You is a popcorn movie, and should be watched on a BIG TV! This time, trust the IMDb rating, because it is an excellent film.<br /><br />Eagerly waiting Shanghai I Love You in 2010. <br /><br />Watch NY ILY, you won't be disappointed.",positive
"Nice character development in a pretty cool milieu. Being a male, I'm probably not qualified to totally understand it, but they do a nice job of establishing the restrictive Victorian environment from the start. It isn't as bleak as it really was and the treatment of women was probably even harsher. What makes this go is a wonderful chemistry among the principal characters. Each has their own ""thing"" that they contend with. Once they come out of the rain and break out of the spider webs, they begin to interact and slowly lose their sense of suspicion. What I enjoyed about this movie is that it didn't go for cheap comedy when it could have. It didn't try to pound a lesson into us. The people who seem utterly without merit are really nicely developed human beings who get to see the light. I did have a little trouble with the Alfred Molina character having such an epiphany so quickly, but, within this world, it needed to happen. Good acting all around with something positive taking place in the lives of some pretty good people.",positive
